Name: CCTV13, URL: https://cdn3.163189.xyz/163189/cctv13$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 文山州新闻综合, URL: http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 新昌新闻综合, URL: https://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 新昌新闻综合, URL: http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 新闻综合, URL: http://p2.vzan.com/slowlive/596867413819827251/live.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 新闻综合, URL: https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 126 ms
Name: 旺苍新闻综合, URL: http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 旺苍新闻综合, URL: http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 易门综合, URL: https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 151 ms
Name: 松阳综合, URL: http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 松阳综合, URL: http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?fbl=$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 永嘉新闻综合, URL: http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 泗阳综合, URL: http://3739115337.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=nwEAAKHdjSKP_58X&secondToken=secondToken%3A5FUijZmDyNMxtCDdne0YzSAwjuw&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江教科, URL: http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江公共新闻, URL: https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江公共新闻, URL: http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江国际, URL: https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江国际, URL: http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江国际, URL: https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江数码时代, URL: https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8\r\n$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江新闻, URL: http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江民生休闲, URL: https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江民生, URL: http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江民生, URL: http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江民生, URL: https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江留学, URL: https://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江经济, URL: http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江经济, URL: https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江经济生活, URL: http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江经济生活, URL: http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江遂昌, URL: http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江经视, URL: https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江钱江, URL: http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江钱江, URL: http://ali-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江钱江, URL: http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江钱江都市, URL: https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 浙江钱江都市, URL: http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 淮阴综合, URL: https://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 清河经济综艺, URL: https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 番禺综合, URL: http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 白银综合, URL: http://play.kankanlive.com/live/1720408089419110.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 251 ms
Name: 祁门综合, URL: http://zbbf2.ahbztv.com/live/416.m3u8?zanhd$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 苍南新闻综合, URL: https://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 苍南新闻综合, URL: http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 茶频道, URL: http://drive.mxmy.net:8888/udp/239.3.1.165:8001$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 110 ms
Name: 荥经综合, URL: https://m3u8channel-yj.yunxya.com/nmip-media/channellive/channel101140/playlist.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 126 ms
Name: 衢江新闻综合, URL: http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 象山综合, URL: http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 诸暨新闻综合, URL: https://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 250 ms
Name: 赣州公共, URL: https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 赣州新闻, URL: https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 遂昌综合, URL: http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 邯郸公共频道, URL: https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 邯郸科技教育, URL: https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 金川新闻综合, URL: http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 镇江二套社会民生, URL: http://zjtv-wshls.homecdn.com/live/2aa16.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 镇江新闻综合, URL: http://cm-wshls.homecdn.com/live/2aa50.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 镇江新闻综合, URL: http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&amp;wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 长宁综合, URL: http://cnpull.sccnfb.com:80/live/123456.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 青川综合, URL: http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 青田电视台, URL: http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 黎城综合, URL: http://111.53.96.67:8081/live/1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 黎城综合, URL: http://111.53.96.67:8081/live/1/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 麻栗坡电视台, URL: http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 龙泉新闻综合, URL: http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 航拍中国第二季, URL: http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 奎屯汉语, URL: http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 126 ms
Name: 玛纳斯, URL: http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 126 ms
Name: 五星体育, URL: https://other.ottiptv.cc/wxty.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 150 ms
Name: 漫画解说, URL: https://www.goodiptv.club/douyu/5907076$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 漫画解说, URL: https://yylunbo.ottiptv.cc/yy/1382735568$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 150 ms
Name: 2014年春晚, URL: https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 2018年春晚, URL: https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 2024年春晚, URL: https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 丽江古城万古楼遥望玉龙雪山, URL: https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 中央电视塔东, URL: https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 丽江古城大研花巷观景, URL: https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 乌镇全景, URL: https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 云南丽江印象实景, URL: https://gcalic.v.myalicdn.com/gc/hkylxs01_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 云南白沙远眺玉龙雪山, URL: https://gcalic.v.myalicdn.com/gc/hkylxs03_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 五彩池, URL: https://gcalic.v.myalicdn.com/gc/hlwcc_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 八里沟风景区桃花湾瀑布, URL: https://gcalic.v.myalicdn.com/gc/blg05_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 厦门鼓浪屿, URL: https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 119 ms
Name: 四川四姑娘山隆珠措, URL: https://gcalic.v.myalicdn.com/gc/sgns02_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 四川峨眉山普贤菩萨铜像, URL: https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 广西玉林大容山莲花山顶, URL: https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 恒山悬空寺全景, URL: https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 普陀山, URL: https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 新疆天山, URL: http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 江苏徐州云龙湖风景区云龙山观景台西, URL: https://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 泰山十八盘, URL: https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 泰山大观峰, URL: https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 湖南张家界天门山西线玻璃栈道, URL: https://gcalic.v.myalicdn.com/gc/tms05_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 湖南张家界水绕四门, URL: https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 福建漳州醉美沙滩翡翠湾, URL: https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 雪乡大石碑, URL: https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 黄山, URL: https://gcalic.v.myalicdn.com/gc/ahhs01_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
Name: 黄山飞来石, URL: https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 125 ms
